,SrNo,Nature of Accident,Classification of Accident,Causes,Road Feature,Road Condition,Intersection Type and Control,Weather Condition,VehicleResponsible,Fatal,Grevious,Minor,Injured,Help Provided by Ambulance/Patrol,Remarks,Encoded_VehicleResponsible,Hospital,AccYear,AccMonth,AccDay,HourOfAccident,TimeOfAccAMPM_AM,TimeOfAccAMPM_PM
593,594.0,others,2,3,fourlane,straight,junction,fine,BBMP Garbage vehicle overload and vehicle upset in the carriageway,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2014.0,11.0,17.0,4,0,1
594,595.0,headoncollision,1 & 3,2 & 9,fourlane,straight,junction,fine,LCV over speed and hit to Two wheeler,1,0,2,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital,car,JalappaH,2017.0,10.0,17.0,5,1,0
595,596.0,overspeed,2,7,fourlane,straight,junction,fine,Bus hit to road crossing pedestrian. Fault of Pedestrian,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital,bus,MVJH,2016.0,10.0,17.0,7,0,1
596,597.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to Road crossing Lorry,0,5,0,0,Ambulance/Petrol Vehicle,The injure person shifted to MVJ Hospital,car,MVJH,2015.0,10.0,17.0,2,0,1
597,598.0,skidding,2,3,fourlane,straight,junction,fine,car over speed vehicle out of control,0,1,0,0,Ambulance/Petrol Vehicle,The injured persons shifted to MVJ Hospital,car,MVJH,2014.0,10.0,17.0,9,1,0
598,599.0,overspeed,4,2,fourlane,straight,junction,fine,Truck,0,0,0,0,Petrol Vehicle,Traffic clear,truck,,2014.0,10.0,17.0,10,0,1
599,600.0,overspeed,2 & 3 & 4,2,fourlane,slightcurve,junction,fine,Car over speed,0,2,2,1,Ambulance/Petrol Vehicle,The injured persons shifted to Jalapa Hospital,car,,2014.0,10.0,17.0,10,1,0
600,601.0,headoncollision,2 & 3,3 & 5,fourlane,straight,junction,fine,Car tyre blast vehicle out of control and hit to Two wheeler,0,1,1,0,Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2015.0,1.0,17.0,11,1,0
601,602.0,overspeed,1,2 & 5,fourlane,straight,junction,fine,Unknown vehicle hit to Road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,unknown,JalappaH,2017.0,9.0,16.0,12,0,1
602,603.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,9.0,16.0,5,0,1
603,604.0,skidding,2,2 & 3,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,9.0,16.0,5,0,1
604,605.0,headoncollision,1 & 2,1,fourlane,straight,junction,fine,Bike over speed Drunken and Drive Hit to Tractor,1,1,0,0,Ambulance/Petrol Vehicle,The Fatal person and Injured person shifted to Govt Hospital Mulbagal,twowheeler,,2014.0,9.0,16.0,10,1,0
605,606.0,headoncollision,3 & 4,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Two wheeler,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital,twowheeler,snrH,2015.0,8.0,16.0,5,0,1
606,607.0,others,3 & 4,3,fourlane,straight,junction,fine,Car,0,0,3,1,Ambulance/Petrol Vehicle,"3-Minor, 1- Non injured. Helping Ambulance shifted to Jalappa Hospital.",car,JalappaH,2014.0,8.0,16.0,10,1,0
607,608.0,overspeed,3 & 4,9,fourlane,straight,junction,fine,LCV over speed and hit to LCV. Defects in mechanical condition,0,0,1,1,Ambulance,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,7.0,16.0,1,0,1
608,609.0,headoncollision,3,2 & 5,fourlane,sharpcurve,tjunction,fine,Two wheeler over speed and over take the bus. Bus hit to Two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,6.0,16.0,7,1,0
609,610.0,headoncollision,3,2 & 5,fourlane,straight,tjunction,fine,LCV over speed and hit to Truck,0,0,1,0,Petrol Vehicle,The injured person shifted to KR Puram Govt. Hospital,car,kr puramH,2016.0,6.0,16.0,11,0,1
610,611.0,others,2 & 3 & 4,2,fourlane,straight,junction,fine,Car,0,1,1,3,Petrol Vehicle,Helping Patrolling & 108 shifted to Govt. Hospital Kolar,car,,2014.0,6.0,16.0,11,0,1
611,612.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2017.0,5.0,16.0,8,1,0
612,613.0,others,2,2 & 3,fourlane,straight,junction,fine,Vehicle over speed and Out of Control,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2015.0,5.0,16.0,10,1,0
613,614.0,skidding,3,4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,0,2,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,twowheeler,JalappaH,2017.0,4.0,16.0,2,0,1
614,615.0,headoncollision,3,3 & 5,fourlane,straight,junction,fine,Car over speed vehicle out of control hit to Agricultural vehicle.,0,0,2,0,Ambulance,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,4.0,16.0,8,1,0
615,616.0,others,3,4,fourlane,straight,junction,fine,Bike,0,0,1,0,Ambulance/Petrol Vehicle,Due break failure bike ramed into median self accident,twowheeler,,2014.0,4.0,16.0,5,0,1
616,617.0,overspeed,3,2 & 3,fourlane,straight,forearmjunction,fine,Multi axle over speed self accident,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital,,JalappaH,2016.0,3.0,16.0,5,1,0
617,618.0,headoncollision,1,2,fourlane,straight,junction,fine,Multi Axle hit to Two wheeler.,1,0,0,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,twowheeler,JalappaH,2018.0,2.0,16.0,7,1,0
618,619.0,overspeed,1,4,fourlane,slightcurve,junction,fine,Fault of road crossing pedestrian. Vehicle over speed and hit to pedestrian,1,0,0,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital,,JalappaH,2018.0,2.0,16.0,7,1,0
619,620.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2016.0,12.0,16.0,4,1,0
620,621.0,others,1,2,fourlane,straight,junction,fine,Two wheeler over speed Self accident,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hoskote,twowheeler,hoskoteH,2016.0,12.0,16.0,4,0,1
621,622.0,skidding,3,2 & 3,fourlane,straight,junction,fine,Car overspeed and skidding fault of driver self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2015.0,12.0,16.0,4,0,1
622,623.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to LCV,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2017.0,11.0,16.0,7,1,0
623,624.0,skidding,1 & 3,2 & 5,fourlane,straight,junction,fine,Multi Axle hit to Two wheeler.,1,0,1,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,11.0,16.0,12,1,0
624,625.0,overspeed,3 & 4,2 & 5,fourlane,straight,tjunction,fine,Vehicle over speed and hit to the road crossing vehicle,0,0,1,5,Petrol Vehicle,Helping of Patrol vehicle,,,2014.0,11.0,16.0,12,1,0
625,626.0,headoncollision,2 & 3,2,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,1,4,0,Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2017.0,10.0,16.0,2,1,0
626,627.0,headoncollision,1 & 3,2 & 5,fourlane,slightcurve,junction,fine,Truck over speed and hit to Tractor,1,0,1,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital,truck,JalappaH,2016.0,10.0,16.0,3,0,1
627,628.0,overspeed,3 & 4,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,2,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,twowheeler,JalappaH,2017.0,1.0,16.0,4,0,1
628,629.0,collisionbrush,3,2 & 5,fourlane,straight,junction,fine,Truck lost control and hit to the car. Negligent driving of car driver.,0,0,2,0,Ambulance,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,1.0,16.0,11,0,1
629,630.0,skidding,2,1 & 2,fourlane,straight,junction,fine,Self accidents Drunk & Drive,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2016.0,1.0,16.0,11,0,1
630,631.0,headoncollision,3,2,fourlane,straight,junction,fine,Two wheeler over speed defects in mechanical condition,0,0,1,0,Ambulance,The Injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,9.0,15.0,9,0,1
631,632.0,overspeed,3,1 & 3,fourlane,straight,junction,fine,Drunk & Drive,0,0,3,0,Ambulance,The injured person shifted to SNR Hospital,,snrH,2015.0,9.0,15.0,5,1,0
632,633.0,overspeed,3,3 & 9,fourlane,straight,junction,fine,Car fault of mechanical condition vehicle out of control,0,0,4,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,8.0,15.0,3,0,1
633,634.0,rearendcollision,1 & 3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to LCV,1,0,1,0,Ambulance/Petrol Vehicle,The Fatal & Injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,8.0,15.0,3,0,1
634,635.0,headoncollision,1,2 & 5,fourlane,straight,junction,fine,Bus over speed and Hit to Tow wheeler,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,bus,MVJH,2016.0,8.0,15.0,12,1,0
635,636.0,others,3,2,fourlane,slightcurve,tjunction,fine,Bike,0,0,1,0,Ambulance/Petrol Vehicle,Shifted to SNR Hospital Kolar,twowheeler,snrH,2014.0,7.0,15.0,1,0,1
636,637.0,others,3,2,fourlane,straight,junction,fine,Tata Ace,0,0,1,0,Ambulance,Tata Ace lost control by over speed and shifted to RLJ hospital,,,2015.0,6.0,15.0,8,0,1
637,638.0,others,3,2,fourlane,straight,junction,fine,Car,0,0,1,0,Ambulance,Car lost control by over speed (self accident),car,,2015.0,6.0,15.0,1,1,0
638,639.0,overspeed,2 & 3 & 4,3,fourlane,straight,junction,fine,Innova Car,0,2,1,4,Ambulance/Petrol Vehicle,Helping Patrolling & Ambulance shifted to Jalapa hospital.,car,,2014.0,6.0,15.0,2,0,1
639,640.0,headoncollision,1,2 & 5,fourlane,sharpcurve,junction,fine,Unknown vehicle over speed and hit to two wheeler,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,unknown,JalappaH,2017.0,5.0,15.0,11,1,0
640,641.0,headoncollision,1,2 & 5,fourlane,straight,junction,fine,LCV over speed and hit to car,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt. Hospital,car,,2016.0,5.0,15.0,1,1,0
641,642.0,overspeed,1,2 & 9,fourlane,straight,junction,fine,Self accident Car,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,car,JalappaH,2017.0,3.0,15.0,3,0,1
642,643.0,overspeed,2,2 & 5,fourlane,straight,junction,fine,LCV over speed and hit to Two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2018.0,2.0,15.0,4,0,1
643,644.0,overspeed,3,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to the Motor vehicle,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2015.0,2.0,15.0,7,0,1
644,645.0,headoncollision,2,2 & 9,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2017.0,12.0,15.0,9,1,0
645,646.0,rearendcollision,2,2 & 5,fourlane,slightcurve,junction,fine,Two wheeler over speed and hit to two wheeler,0,1,0,0,Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,12.0,15.0,7,0,1
646,647.0,skidding,1,2 & 5,fourlane,straight,junction,fine,Bus over speed and Hit to Road crossing Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,bus,MVJH,2015.0,12.0,15.0,11,1,0
647,648.0,overspeed,2 & 3 & 4,2 & 5,fourlane,straight,junction,fine,KSRTC bus hit to the Tata Ace due to over speed and over turning,0,1,3,20,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital,bus,snrH,2014.0,12.0,15.0,12,0,1
648,649.0,others,3 & 4,2 & 3,fourlane,slightcurve,junction,fine,Vehicle over speed and Out of Control,0,0,4,1,Ambulance,"The injured person shifted to Govt Hospital, Kolar",,,2014.0,11.0,15.0,4,0,1
649,650.0,others,2,7,fourlane,straight,junction,fine,Fault of Pedestrian for Road Cross,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2014.0,11.0,15.0,10,0,1
650,651.0,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed self accident,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2018.0,1.0,15.0,7,1,0
651,652.0,overspeed,1,7,fourlane,straight,junction,fine,Fault of Road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2018.0,1.0,15.0,11,0,1
652,653.0,skidding,2,2,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Satya sai Hospital,twowheeler,,2016.0,9.0,14.0,10,1,0
653,654.0,skidding,2,2 & 3 & 4,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital KR Puram,twowheeler,kr puramH,2016.0,9.0,14.0,10,1,0
654,655.0,skidding,1,2,fourlane,straight,junction,fine,Self accident vehicle over speed,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hospital Hoskote,,hoskoteH,2015.0,9.0,14.0,11,0,1
655,656.0,skidding,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Two wheeler,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,9.0,14.0,10,1,0
656,657.0,headoncollision,1 & 2,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to car,1,3,0,0,Ambulance/Petrol Vehicle,The Fatal & Injured person shifted to Private Hospital KR Puram,car,kr puramH,2016.0,8.0,14.0,5,1,0
657,658.0,overspeed,3,2 & 3 & 9,fourlane,straight,junction,fine,Truck over speed and hit to Bus,0,0,20,0,Ambulance/Petrol Vehicle,The minor injured person shifted to Hospital,bus,,2016.0,8.0,14.0,1,1,0
658,659.0,collisionbrush,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Car,0,0,1,0,Petrol Vehicle,-,twowheeler,,2016.0,8.0,14.0,2,0,1
659,660.0,others,4,2,fourlane,straight,junction,fine,TATA Indica,0,0,0,4,Ambulance/Petrol Vehicle,Non injured,,,2014.0,8.0,14.0,7,1,0
660,661.0,headoncollision,2,2,fourlane,straight,junction,fine,Two wheeler over speed and hit to Auto,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2017.0,7.0,14.0,3,0,1
661,662.0,overspeed,2,2,fourlane,straight,junction,fine,Car over speed and hit to road crossing Pedestrian,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,7.0,14.0,5,1,0
662,663.0,skidding,4,2 & 3,fourlane,slightcurve,junction,fine,Bike over speed fault of Motor vehicle,0,0,0,1,Petrol Vehicle,-,twowheeler,,2015.0,7.0,14.0,9,1,0
663,664.0,others,2,1 & 3,fourlane,slightcurve,junction,fine,Drunk & Drive,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2015.0,7.0,14.0,10,0,1
664,665.0,overspeed,1,2 & 4,fourlane,straight,junction,fine,Fault of car vehicle over speed and hit to bike,1,0,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2015.0,7.0,14.0,9,0,1
665,666.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2017.0,6.0,14.0,5,1,0
666,667.0,others,3,-,fourlane,straight,junction,fine,Car,0,1,2,0,Ambulance,Car hits bike by over speeding,car,,2015.0,6.0,14.0,2,0,1
667,668.0,others,3,2,fourlane,straight,junction,fine,Bike,1,0,1,0,Ambulance,Bike lost control by over speed (self accident) and shifted to SNR hospital,twowheeler,snrH,2015.0,6.0,14.0,6,0,1
668,669.0,overspeed,1,5,fourlane,straight,forearmjunction,fine,Unknown vehicle hit to Road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hoskote,unknown,hoskoteH,2018.0,5.0,14.0,6,1,0
669,670.0,overspeed,1,2 & 5,fourlane,straight,junction,fine,Unknown vehicle over speed and hit to two wheeler,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,unknown,JalappaH,2018.0,5.0,14.0,5,1,0
670,671.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,1,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2017.0,5.0,14.0,2,0,1
671,672.0,headoncollision,2 & 4,1 & 5,fourlane,straight,junction,fine,Drunk & Drive vehicle out of control and Hit to the Bike,0,1,0,4,Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,5.0,14.0,9,1,0
672,673.0,headoncollision,1 & 2,2 & 3,fourlane,straight,junction,fine,Sumo over speed and hit to the Multi Axle in Maincarriageway,4,3,0,0,Ambulance/Petrol Vehicle,The Fatal & Injured person shifted to MVJ Hospital,car,MVJH,2015.0,5.0,14.0,11,1,0
673,674.0,skidding,1,7,fourlane,straight,junction,fine,Unknown vehicle hit to Road crossing pedestrian. Fault of pedestrian.,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,unknown,JalappaH,2018.0,4.0,14.0,3,1,0
674,675.0,skidding,2,2,fourlane,straight,junction,fine,LCV over speed hit to car,1,0,0,0,Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,4.0,14.0,12,1,0
675,676.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Truck hit to car. Fault of car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,4.0,14.0,4,1,0
676,677.0,overspeed,3,3,fourlane,straight,junction,fine,LCV Tyre blast vehicle out of control,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,4.0,14.0,3,1,0
677,678.0,overspeed,2,9,fourlane,straight,junction,fine,Car over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2018.0,3.0,14.0,2,0,1
678,679.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Fault of Two wheeler over speed to crossing road car was hit to two wheeler.,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2017.0,3.0,14.0,11,1,0
679,680.0,others,1,3 & 4,fourlane,straight,junction,fine,Over speed vehicle out of control and hit to the loory,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,,MVJH,2015.0,3.0,14.0,10,0,1
680,681.0,headoncollision,1 & 3,2 & 9,fourlane,straight,junction,fine,Car over speed and hit to LCV,1,0,4,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital,car,JalappaH,2017.0,2.0,14.0,3,0,1
681,682.0,collisionbrush,1 & 3,2 & 5,fourlane,straight,staggeredjunction,fine,Car over speed and hit to LCV,1,0,3,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital,car,JalappaH,2017.0,2.0,14.0,4,0,1
682,683.0,overspeed,1,2,fourlane,straight,junction,fine,Fault of Road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,,JalappaH,2017.0,2.0,14.0,9,0,1
683,684.0,headoncollision,2,2 & 3 & 5,fourlane,straight,junction,fine,Car over speed hit to car,0,2,0,0,Ambulance,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,2.0,14.0,1,1,0
684,685.0,others,2 & 3,2 & 4,fourlane,straight,junction,fine,Fault of Motor vehicel over speeding,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2015.0,2.0,14.0,10,0,1
685,686.0,overspeed,2,2 & 5,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance,The injured person shifted to Bangalore Hospital,twowheeler,,2017.0,12.0,14.0,1,0,1
686,687.0,headoncollision,1,2 & 4,fourlane,straight,junction,fine,Two wheeler speed and Hit to Crane,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,twowheeler,MVJH,2015.0,12.0,14.0,9,0,1
687,688.0,overspeed,3 & 4,9,fourlane,slightcurve,junction,fine,Car over speed and hit to Agriculture vehicle.,0,0,1,1,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2016.0,11.0,14.0,3,0,1
688,689.0,skidding,3,7,fourlane,straight,tjunction,fine,Fault of road crossing pedestrian.,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,,JalappaH,2017.0,1.0,14.0,8,0,1
689,690.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,1.0,14.0,6,0,1
690,691.0,skidding,3,1 & 4,fourlane,straight,junction,fine,Two wheeler self accident Drunk & Drive,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,8.0,13.0,7,0,1
691,692.0,overspeed,1 & 3,2 & 3 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,1,0,2,0,Ambulance/Petrol Vehicle,the fatal body and injured person shifted to SNR Hospital,car,snrH,2015.0,8.0,13.0,11,0,1
692,693.0,others,3 & 4,2,fourlane,slightcurve,junction,fine,TATA ACE,0,0,1,2,Ambulance/Petrol Vehicle,"Tata Ace Over speed. 1-Minor, 2- non injured. Shifted to Ambulance Jalappa Hospital Kolar.",,JalappaH,2014.0,8.0,13.0,8,1,0
693,694.0,overspeed,2 & 3,2 & 3,fourlane,straight,junction,fine,Car,0,1,2,0,Ambulance/Petrol Vehicle,"1-Minor, 2-Non injured. Helping Ambulance shifted to Jalappa Hospital.",car,JalappaH,2014.0,8.0,13.0,4,0,1
694,695.0,headoncollision,2,2,fourlane,straight,junction,fine,Car over speed and hit to car.,0,4,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital,car,,2016.0,7.0,13.0,5,1,0
695,696.0,headoncollision,2,2 & 3 & 5,fourlane,straight,junction,fine,Car over speed and hit to over turning car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,6.0,13.0,6,0,1
696,697.0,headoncollision,1,2 & 3,fourlane,straight,junction,cloudy,Van over speed self accident,1,0,0,0,Ambulance,The fatal body shifted to Govt. Hospital Hoskote,,hoskoteH,2018.0,5.0,13.0,1,1,0
697,698.0,skidding,3,2,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,0,1,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2017.0,5.0,13.0,11,0,1
698,699.0,,1,3,fourlane,straight,junction,fine,Car lost control,2,0,0,0,Ambulance/Petrol Vehicle,Car Driver lost control and hit anoher car,car,,2014.0,5.0,13.0,10,1,0
699,700.0,others,1,2,fourlane,straight,junction,fine,Car,2,0,0,0,Ambulance/Petrol Vehicle,Due to over speed car collided with another car,car,,2014.0,5.0,13.0,10,1,0
700,701.0,skidding,2,4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Govt Hospital Avalahalli,twowheeler,avalahalliH,2017.0,4.0,13.0,7,0,1
701,702.0,skidding,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2017.0,4.0,13.0,4,0,1
702,703.0,others,3 & 4,1,fourlane,straight,junction,fine,Drunk & Drive,0,0,1,3,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,,JalappaH,2015.0,4.0,13.0,5,0,1
703,704.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to LCV,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2018.0,2.0,13.0,11,0,1
704,705.0,overspeed,2,2 & 3 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,2.0,13.0,11,0,1
705,706.0,overspeed,4,9,fourlane,straight,junction,fine,Multi axle hit to Truck,0,0,0,2,Petrol Vehicle,Non-injured traffic clear,truck,,2016.0,12.0,13.0,2,0,1
706,707.0,others,3,2 & 3,fourlane,straight,junction,fine,Car self accident due to Over speed,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2016.0,12.0,13.0,9,0,1
707,708.0,headoncollision,3,2 & 4,fourlane,straight,junction,cloudy,Car hit to Two wheeler due to bike over speed turning the car,0,0,1,0,Ambulance,The injured person shifted to SNR Hospital,twowheeler,snrH,2015.0,11.0,13.0,12,0,1
708,709.0,skidding,3,3,fourlane,straight,junction,heavyrain,Self,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2014.0,11.0,13.0,1,0,1
709,710.0,others,2,7,fourlane,straight,junction,fine,Fault of Pedestrian road crossing the vehicle hit to the pedestrian,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2014.0,11.0,13.0,6,0,1
710,711.0,others,2 & 3,3,fourlane,straight,junction,fine,Tyre blast vehicle out of control,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2014.0,11.0,13.0,2,0,1
711,712.0,skidding,1,1,fourlane,straight,junction,fine,Two wheeler over speed Self accident Drunk & Drive,1,0,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Avalahalli,twowheeler,avalahalliH,2017.0,10.0,13.0,12,1,0
