SrNo,Date,a,Nature of Accident,Classification of Accident,Causes,Road Feature,Road Condition,Intersection Type and Control,Weather Condition,Vehicle Responsible,Fatal,Grevious,Minor,Injured,Help Provided by Ambulance/Patrol,Remarks
733,12-12-16,13:30,overspeed,4,2,fourlane,straight,junction,fine,Truck over speed and hit to LCV,0,0,0,2,Petrol Vehicle,Non injured traffic clear
734,12-11-17,12:30,skidding,2,2,fourlane,straight,junction,fine,Car over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
735,12-11-16,10:15,skidding,3,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,2,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
736,12-10-14,18:00,overspeed,2 & 3,2 & 3,fourlane,slightcurve,junction,fine,Car over speed,0,1,1,0,Ambulance/Petrol Vehicle,The injured persons shifted to SNR Hospital
737,12-01-18,17:15,headoncollision,2,2 & 5,fourlane,straight,junction,fine,LCV over speed and hit to Car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
738,12-01-16,7:58,rearendcollision,3,5 & 9,fourlane,straight,junction,fine,Mini truck crushed with school bus. Negligent driving of Mini truck driver,0,0,4,0,Ambulance,The injured person shifted to MVJ Hospital
739,12-01-15,22:00,others,2 & 4,1,fourlane,straight,junction,fine,Drunk & Drive,0,1,0,3,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital
740,11-07-16,10:25,skidding,3,2 & 3,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
741,11-06-17,22:30,overspeed,1 & 3,2 & 9,fourlane,straight,junction,fine,Car over speed self accident. Defects in mechanical condition,1,0,1,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
742,11-06-17,16:50,skidding,2,4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli
743,11-06-17,12:50,overspeed,2,7,fourlane,straight,junction,fine,Fault of Road crossing pedestrian,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli
744,11-06-15,21:15,others,3,7,fourlane,straight,junction,fine,No Vehicle,0,0,1,0,Ambulance,
745,11-04-17,14:10,overspeed,3,2,fourlane,straight,junction,fine,Car over speed self accident. Defects in mechanical condition,0,0,3,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
746,11-04-15,13:05,overspeed,2 & 3 & 4,2 & 3,fourlane,straight,junction,fine,Bike over speed fault of Motor vehicle,0,1,1,2,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
747,11-03-18,13:00,overspeed,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote
748,11-02-15,6:00,overspeed,1,2 & 5,fourlane,straight,tjunction,fine,Bus over speed and Hit to Tractor,1,0,0,0,Petrol Vehicle,The injured person shifted to SNR Hospital
749,11-12-16,12:55,headoncollision,2,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
750,11-12-14,13:15,overspeed,1 & 2,2 & 3,fourlane,straight,junction,fine,Bike over speed fault of Motor vehicle,1,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
751,11-11-17,20:30,overspeed,1 & 4,2,fourlane,straight,junction,fine,Two wheeler over speed and hit to two wheeler,1,0,0,1,Petrol Vehicle,The fatal body shifted to Jalappa Hospital
752,11-11-16,23:10,headoncollision,2 & 3,9,fourlane,straight,junction,fine,Car over speed and hit to Car. Defects in mechanical condition,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
753,11-10-16,23:45,overspeed,1,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to two wheeler,1,0,0,0,Ambulance,The fatal body shifted to MVJ Hospital
754,11-10-15,11:30,overspeed,2 & 4,1 & 2,fourlane,straight,junction,fine,Car over speed self accident Drunk & Drive,0,1,0,3,Ambulance/Petrol Vehicle,The Injured Person shifted to Jalappa Hospital
755,11-10-14,8:16,overspeed,3,2,fourlane,straight,junction,fine,Lorry,0,0,2,0,Ambulance/Petrol Vehicle,The injured persons shifted to MVJ Hospital
756,11-01-17,15:50,headoncollision,2,2,fourlane,straight,junction,fine,Two wheeler over speed and hit to LCV,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
757,11-01-17,1:05,skidding,2,2 & 9,fourlane,straight,junction,fine,Three wheeler over speed self accident,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
758,10-09-16,1:15,skidding,1,9,fourlane,straight,junction,fine,Two wheeler over speed defects in mechanical condition,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
759,10-09-14,12:10,others,2 & 3,3,fourlane,slightcurve,junction,fine,Car over speed Puncher out of Control,0,3,1,0,Ambulance,108 ambulance shifted to Jalapa Hospital
760,10-08-16,8:00,headoncollision,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
761,10-08-14,21:30,others,1 & 2,2,fourlane,slightcurve,tjunction,fine,Car,1,1,0,2,Ambulance/Petrol Vehicle,"Car over speed vehicle upset on Carriageway. 1-Fatal, 1-Serious, 2-Non injured. Helping ambulance shifted to SNR Hospital."
762,10-07-16,13:55,overspeed,1,7,fourlane,straight,junction,fine,Truck over speed and hit to road crossing pedestrian. Fault of road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hospital Hoskote
763,10-07-15,16:35,others,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Bike. Fault of driver of Motor vehicle,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
764,10-06-14,13:45,others,2 & 3,2,fourlane,straight,tjunction,fine,Bike,0,1,1,0,Ambulance/Petrol Vehicle,Helping Patrolling & Ambulance Shifted to SNR Hospital
765,10-05-17,15:30,rightturncollision,2,2 & 5,fourlane,straight,junction,fine,Van over speed and hit to Two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Bhattarhalli
766,10-05-16,16:15,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Truck,0,0,3,0,Ambulance,The injured person shifted to Jalappa Hospital
767,10-05-14,8:10,others,2,2,fourlane,straight,junction,fine,Car,0,1,0,0,Ambulance/Petrol Vehicle,Pedestrian crossing from unauthorised opening car rammed
768,10-04-18,23:45,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to LCV,0,0,3,0,Ambulance,The injured person shifted to Private Hospital Hoskote
769,10-04-16,16:00,headoncollision,1,2 & 3,fourlane,straight,junction,fine,Car over speed Driver sleeping vehicle skidding,5,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
770,10-04-14,8:10,others,2,5,fourlane,straight,junction,fine,Car,0,1,0,0,Ambulance/Petrol Vehicle,While crossing road car got upside down self accident
771,10-03-16,18:40,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Auto,0,0,1,0,Petrol Vehicle,The injured person shifted to SNR Hospital
772,10-02-18,11:00,overspeed,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
773,10-02-16,22:00,headoncollision,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed hit to bus,0,0,1,0,Petrol Vehicle,The injured person shifted to MVJ Hospital
774,10-12-15,5:35,overspeed,3,2 & 3,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
775,10-11-16,14:30,skidding,2 & 3 & 4,2,fourlane,slightcurve,junction,fine,Car over speed vehicle out of control self accident,0,1,1,1,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
776,10-11-15,20:05,skidding,4,2,fourlane,straight,junction,lightrain,Two wheeler over speed and skidding due to Rain,0,0,0,1,Petrol Vehicle,There is no injured that person
777,10-10-15,0:45,skidding,2,1,fourlane,straight,junction,fine,Self accident Drunk & Drive,0,1,0,0,Petrol Vehicle,The fatal body shifted to MVJ Hospital
778,10-01-15,10:30,overspeed,2 & 4,2 & 4,fourlane,slightcurve,staggeredjunction,fine,Over speed of Two wheeler rider,0,1,0,2,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
779,01-09-15,21:30,skidding,2,4,fourlane,straight,junction,fine,Self accident vehicle over speed,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital
780,01-09-14,9:30,others,2 & 3,2 & 3,fourlane,straight,junction,fine,Bike over speed and Vehicle out of control,0,1,1,0,Ambulance/Petrol Vehicle,The injured persons shifted to Jalapa Hospital
781,01-09-14,21:30,others,1,7,fourlane,straight,junction,fine,illegal Median opening Pedestrain cross to road vehicle hit to the person,1,0,0,0,Ambulance,The Fatal person shifted to Jalapa Hospital
782,01-08-16,14:45,skidding,3,2 & 4,fourlane,slightcurve,junction,fine,Two wheeler over speed and hit to Road crossing pedestrian,0,0,1,0,Petrol Vehicle,The injured person shifted to SNR Hospital
783,01-08-16,22:35,headoncollision,1 & 3,2 & 5 & 9,fourlane,straight,junction,fine,Multi axle over speed and hit to LCV,1,0,1,0,Ambulance/Petrol Vehicle,The fatal and injured person shifted to SNR Hospital
784,01-08-16,0:30,overspeed,1,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to car. Fault of driver Truck,1,0,0,0,Ambulance,The fatal body shifted to MVJ Hospital
785,01-07-17,13:45,skidding,1 & 2,2 & 9,fourlane,straight,junction,fine,Car over speed self accident,1,3,0,0,Ambulance/Petrol Vehicle,The fatal body & injured persons shifted to Private Hospital Hoskote
786,01-07-14,5:30,others,2,2,fourlane,straight,tjunction,fine,Car,0,2,0,0,Ambulance/Petrol Vehicle,Shifted to Hospital KR Puram
787,01-07-14,10:00,overspeed,3,2,fourlane,straight,junction,fine,Car Hit to Car,0,0,3,0,Ambulance/Petrol Vehicle,shifted to Hospital MVJ Hoskote
788,01-06-16,20:43,skidding,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to another Two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
789,01-05-15,12:30,skidding,1,2 & 3,fourlane,straight,junction,fine,Vehicle over speed and Out of Control,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
790,01-05-15,4:30,others,2,5,fourlane,slightcurve,junction,fine,Vehicle out of control skidding in the main carriageway,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
791,01-04-18,17:10,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
792,01-04-17,20:20,skidding,3,2,fourlane,straight,junction,fine,LCV over speed and hit to Two wheeler,0,0,1,0,Petrol Vehicle,"There is no injured, traffic cleared immediately."
793,01-04-17,3:30,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Truck over speed hit to LCV due to Negligence driving,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote
794,01-04-17,15:10,headoncollision,2,2 & 9,fourlane,straight,junction,fine,Two wheeler over speed hit to Tractor,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote
795,01-04-16,12:40,skidding,1,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed self accident,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
796,01-03-17,12:30,skidding,4,2,fourlane,straight,junction,fine,LCV self accident,0,0,0,3,Petrol Vehicle,Inform to Kolar rural Police station
797,01-03-16,19:30,headoncollision,2,2 & 5,fourlane,slightcurve,junction,fine,Rash driving of Two wheeler and hit to Jeep,0,2,0,0,Ambulance,The injured person shifted to MVJ Hospital
798,01-02-15,2:30,others,1,1 & 2,fourlane,slightcurve,tjunction,fine,Self Accident Driver Drunk & Drive,1,0,0,0,Ambulance/Petrol Vehicle,The Fatal body shifted to MVJ Hospital
799,01-12-17,11:35,skidding,3,2 & 3,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,1,0,Petrol Vehicle,Minor injured Vehicle shifted to Kolar Traffic police station
800,01-12-16,22:30,skidding,3,9,fourlane,straight,junction,fine,LCV over speed self accident due to defect in mechanical condition,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
801,01-11-15,18:30,headoncollision,4,4,fourlane,straight,junction,fine,Bike over speed and overturn to bus,0,0,0,1,Ambulance/Petrol Vehicle,There is no injured
802,01-11-15,0:30,headoncollision,2 & 4,2 & 5,fourlane,straight,junction,fine,Truck over speed and Hit to Truck and back side LCV also,0,3,0,2,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
803,01-10-16,5:00,headoncollision,2,3 & 9,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
804,01-01-18,15:50,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
805,01-01-17,6:00,headoncollision,1,2 & 9,fourlane,straight,junction,fine,Car over speed and hit to Truck due to Defects in Mechanical condition,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
806,01-01-16,12:05,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to LCV,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital
,,,,,,fourlane,straight,junction,fine,Total,250,555,580,264,,
